39.37510	95.99589	66.43089	44.62738	27.90800	
26.13538	28.42607	17.97220	29.53724	92.64383	
73.37990	89.03940	77.04829	50.61929	47.16800	
81.99403	 5.72706	26.31000	 8.23705	70.85930	
47.14976	17.77762	20.29012	12.24981	96.14747	
86.11600	23.60350	18.41900	75.20200	 9.16310	
81.28131	20.07200	48.82438	62.47546	22.57135	
42.12951	81.59530	75.97370	70.42081	 7.55434	
42.84977	20.18740	45.36830	18.99360	71.76800	
61.23608	34.28512	89.06510	34.26692	33.37000	
50.85640	20.21400	49.76534	85.98020	94.00010	
37.31592	89.50773	12.98388	11.00790	15.05849	
78.60632	22.79258	37.08420	86.88836	32.98500	
33.23800	64.10546	 8.82901	12.12031	40.15130	
78.65805	62.17239	24.31287	46.11737	41.24820	
27.90615	25.68050	65.91100	76.19700	67.78500	
13.71300	61.98086	72.82853	27.60900	98.38900	
46.35112	29.35790	 1.70343	13.23492	59.48700	
86.88851	 0.84986	66.12705	75.43030	40.91197	
97.16554	61.20508	95.06062	47.53644	46.42940	
20.81782	49.06230	47.46029	33.99074	78.36601	
13.79351	41.39070	11.00976	27.74160	25.20871	
23.31954	32.12521	17.50997	96.43400	83.75770	
38.64070	46.73300	18.30600	26.08959	87.80339	
52.28006	40.84339	81.28750	 9.02762	52.67738	
 6.15860	42.27860	 2.32659	43.05599	35.70205	
81.20867	77.33144	85.02760	75.77402	58.05471	
57.86650	45.73898	18.26982	31.98800	19.34200	
24.30270	14.92100	51.03561	34.74365	19.93008	
30.19645	94.76738	86.96740	82.25808	33.39576	
88.47393	 4.84855	52.35360	79.29194	39.89068	
59.48282	28.61847	 6.18154	94.06035	71.68824	
94.81036	61.69500	37.53856	29.57966	16.60365	
93.17820	93.23700	71.21096	35.14622	 6.77639	
47.73529	31.08129	 9.32145	34.06791	10.38300	
93.60709	28.90800	35.01358	41.23087	33.03250	
88.87250	37.50990	96.28050	64.45575	76.95881	
60.96206	64.52319	30.23121	17.95163	19.91972	
54.11642	99.40594	15.56470	88.83918	70.05684	
87.81423	98.30761	93.61274	65.13564	88.45772	
90.91930	66.85385	90.10132	38.68105	21.54040	
30.70612	 6.97670	26.40476	 0.28708	43.23818	
69.71700	40.98223	11.88960	76.71445	67.08252	
71.53829	 8.79564	73.23070	73.13774	 3.85678	
80.97304	28.94766	26.33600	30.22366	67.16199	
94.12430	53.10512	66.90440	 6.40446	19.69500	
 5.84599	67.30500	35.63500	91.99114	98.59700	
45.89355	40.63258	71.63168	30.88100	31.60292	
88.13030	68.72246	47.82654	97.42856	34.38597	
14.58993	92.48907	52.08810	63.73757	88.64600	
71.45443	79.51788	89.16780	38.64426	94.47500	
25.89550	95.29600	98.62300	88.65560	15.17788	
69.39381	67.40000	80.94398	59.45879	67.85700	
65.02598	83.48734	65.30110	53.66600	34.61377	
66.47412	81.99810	85.54797	92.05620	74.20500	
17.93300	39.79780	98.24796	77.91573	94.82581	
 3.71490	60.33485	92.55119	56.21655	52.39092	
67.12320	84.47371	60.69900	68.39357	24.87400	
60.25608	59.33980	16.72175	59.49108	78.50692	
66.50595	33.61876	12.82480	 6.39121	41.65071	
58.76590	94.65936	15.37509	58.73137	79.53266	
85.28614	89.67034	 2.48163	85.87800	61.89693	
98.66513	20.87063	58.94097	95.65171	15.82205	
13.87500	20.29512	27.83233	15.05300	 9.47640	
63.41070	48.57200	91.56788	93.36437	69.59021	
71.45400	89.39280	14.42100	22.70452	65.58092	
38.41109	96.95334	59.41399	46.89240	81.69350	
46.42200	75.18647	53.13875	72.28300	34.78372	
57.99529	86.41866	95.77402	63.45209	62.71110	
40.14800	98.63633	49.18900	42.42228	38.34620	
85.40281	31.54688	97.76400	74.66458	21.86547	
34.93760	28.23100	32.95935	11.46540	84.36769	
62.19017	70.70800	95.99288	12.22058	26.42615	
70.72971	32.88240	63.26687	72.80313	 2.16897	
67.18119	72.00980	47.63379	 8.72725	26.82981	
26.43023	32.14003	21.01200	71.18815	90.36368	
98.06315	86.90300	57.02435	 3.31441	46.66112	
62.49982	97.64754	71.14221	94.99900	29.23712	
92.41285	79.55738	27.50978	93.05608	11.52680	
96.58973	18.13900	77.56355	28.01896	97.31959	
95.79072	72.09430	32.67200	74.68236	32.69583	
78.08470	48.34514	74.91200	55.84190	77.86705	
74.83440	52.84600	57.96871	11.90801	 2.27748	
 6.13335	10.80500	64.88129	72.84400	31.43037	
57.82058	25.10868	15.40431	94.33900	40.91928	
81.59400	38.01420	43.95500	84.88129	56.25200	
93.81221	62.55326	96.59070	44.68129	51.90837	
91.15744	54.15245	66.88870	28.99809	 4.45502	
36.27641	63.00561	58.34170	 9.40968	66.74547	
24.73991	56.14640	25.43300	40.10407	74.99472	
13.96412	52.27906	27.52800	69.39575	64.67900	
59.63400	38.07658	 9.85142	79.76631	78.58400	
92.90000	56.00127	65.56047	15.92291	44.69603	
63.27000	 6.12688	73.60500	40.61869	41.24450	
83.50050	30.52680	34.31734	 6.31160	19.41930	
79.95522	68.33547	30.94969	13.38433	38.71700	
 9.56334	80.72200	21.63700	82.97976	65.11622	
79.06816	52.24573	10.48568	63.10009	52.44300	
 4.05869	75.46800	17.18200	65.59679	21.84319	
36.89200	44.52711	50.58970	92.37218	14.45315	
