# 
#  Image file: http://imgsrc.hubblesite.org/hu/db/images/hs-2002-10-c-large_web.jpg
#  Applied threshold: 600
#  Algorithm used: fill2                 
#  Processing time: 0.173000 (s)
#  Star count: 242
#  Location (x,y) and max luminance:
# 
  3	  3	750	
  2	286	763	
  1	574	765	
  3	770	761	
  7	179	752	
 12	310	763	
 29	 99	625	
 30	562	600	
 33	611	684	
 40	775	722	
 44	759	760	
 51	 62	747	
 60	657	753	
 69	269	714	
 70	518	624	
 74	156	760	
 79	540	758	
 83	155	740	
 91	561	765	
 96	 51	761	
103	568	600	
110	130	763	
111	  6	761	
118	229	765	
116	533	760	
123	524	757	
125	552	742	
121	753	602	
125	439	729	
128	661	719	
135	 57	754	
138	373	765	
142	478	764	
141	195	762	
141	363	732	
151	192	698	
157	261	733	
161	272	744	
166	110	751	
165	163	670	
167	332	752	
173	 84	760	
177	288	758	
177	 73	763	
179	482	676	
182	 50	692	
184	337	733	
190	547	751	
191	295	690	
194	184	714	
198	353	739	
201	361	752	
204	221	738	
213	408	750	
215	713	762	
220	697	764	
216	345	650	
218	456	721	
220	681	750	
228	726	762	
228	459	745	
229	705	760	
234	147	761	
234	387	660	
234	587	752	
234	656	703	
237	525	660	
242	735	736	
242	778	733	
248	659	752	
248	202	765	
249	416	734	
249	137	620	
254	341	758	
256	487	755	
253	207	606	
264	777	757	
263	259	764	
266	301	754	
266	607	642	
268	190	739	
272	306	760	
275	445	752	
275	494	764	
276	682	733	
275	368	765	
281	511	763	
285	571	764	
284	627	720	
288	751	746	
293	151	727	
302	216	763	
302	430	648	
294	156	636	
298	409	627	
300	679	637	
304	 15	608	
305	220	606	
306	221	611	
310	445	751	
309	197	735	
328	288	666	
336	525	653	
340	334	742	
345	 63	763	
347	609	757	
344	120	670	
350	320	763	
350	 44	679	
351	432	645	
355	401	762	
357	187	743	
368	439	604	
377	445	761	
377	695	613	
371	158	749	
372	528	616	
381	 62	752	
380	563	738	
384	692	762	
399	552	763	
397	286	745	
400	445	749	
398	 98	626	
403	752	650	
413	265	765	
409	660	751	
413	106	728	
425	166	765	
426	603	757	
415	488	621	
419	451	752	
420	493	723	
430	553	740	
432	177	618	
444	141	765	
444	203	761	
444	554	760	
446	768	693	
447	677	753	
454	519	728	
456	480	648	
455	590	696	
455	620	724	
456	129	639	
466	162	691	
470	238	763	
468	279	691	
468	514	726	
474	776	737	
475	623	687	
480	282	750	
479	 37	602	
479	 88	624	
480	 39	625	
501	 63	765	
505	681	760	
486	317	726	
495	 25	741	
498	 89	757	
499	674	613	
506	474	749	
515	664	751	
515	  2	622	
517	608	764	
524	  3	728	
526	 84	619	
526	742	673	
527	 85	622	
528	 38	614	
528	 86	602	
529	746	682	
534	222	735	
533	628	735	
539	628	730	
554	787	758	
554	524	672	
558	159	642	
559	416	699	
561	705	735	
567	599	749	
569	  6	721	
572	586	759	
570	382	601	
575	 48	765	
575	436	747	
579	454	758	
577	592	725	
578	132	647	
582	430	754	
587	345	758	
587	612	743	
587	740	664	
584	483	741	
585	225	675	
587	 78	757	
597	474	761	
601	409	643	
604	488	763	
606	453	754	
608	129	764	
608	258	734	
611	369	762	
617	566	760	
617	149	603	
622	437	747	
624	759	612	
628	298	723	
631	209	760	
631	197	667	
642	210	742	
641	337	699	
642	734	633	
645	272	748	
654	 80	672	
654	693	615	
656	288	763	
667	 21	754	
673	 96	765	
675	709	691	
677	345	760	
677	784	656	
681	463	758	
685	199	760	
703	 33	764	
701	433	748	
701	772	728	
701	227	742	
709	 45	757	
710	572	745	
719	189	759	
720	688	617	
726	302	756	
724	168	644	
728	 32	760	
734	318	764	
736	548	760	
745	 69	763	
745	348	738	
745	478	663	
744	556	763	
751	465	752	
